OBJECTID,Label,pt_sequence,pt_type,pt_type_fr,source,source_fr,NAFO_SubArea,NAFO_Division,NAFO_SubDivision,NAFO_SubSubDivision,lat_dd,long_dd,lat_ddm,long_ddm,line_id
6180,4Vs,4.148,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,41.037134,-52.220624,41° 2.228' N,52° 13.237' W,4Vs
6181,4Vs,4.149,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,41.023372,-52.205394,41° 1.402' N,52° 12.324' W,4Vs
6182,4Vs,4.15,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,41.00961,-52.190168,41° 0.577' N,52° 11.410' W,4Vs
6183,4Vs,4.151,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.995848,-52.174945,40° 59.751' N,52° 10.497' W,4Vs
6184,4Vs,4.152,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.982086,-52.159725,40° 58.925' N,52° 9.583' W,4Vs
6185,4Vs,4.153,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.968324,-52.144508,40° 58.099' N,52° 8.670' W,4Vs
6186,4Vs,4.154,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.954562,-52.129294,40° 57.274' N,52° 7.758' W,4Vs
6187,4Vs,4.155,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.940799,-52.114083,40° 56.448' N,52° 6.845' W,4Vs
6188,4Vs,4.156,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.927037,-52.098876,40° 55.622' N,52° 5.933' W,4Vs
6189,4Vs,4.157,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.913275,-52.083672,40° 54.797' N,52° 5.020' W,4Vs
6190,4Vs,4.158,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.899513,-52.06847,40° 53.971' N,52° 4.108' W,4Vs
6191,4Vs,4.159,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.88575,-52.053272,40° 53.145' N,52° 3.196' W,4Vs
6192,4Vs,4.16,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.871988,-52.038078,40° 52.319' N,52° 2.285' W,4Vs
6193,4Vs,4.161,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.858225,-52.022886,40° 51.494' N,52° 1.373' W,4Vs
6194,4Vs,4.162,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.844463,-52.007697,40° 50.668' N,52° 0.462' W,4Vs
6195,4Vs,4.163,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.830701,-51.992512,40° 49.842' N,51° 59.551' W,4Vs
6196,4Vs,4.164,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.816938,-51.97733,40° 49.016' N,51° 58.640' W,4Vs
6197,4Vs,4.165,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.803175,-51.962151,40° 48.191' N,51° 57.729' W,4Vs
6198,4Vs,4.166,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.789413,-51.946975,40° 47.365' N,51° 56.818' W,4Vs
6199,4Vs,4.167,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.77565,-51.931802,40° 46.539' N,51° 55.908' W,4Vs
6200,4Vs,4.168,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.761888,-51.916632,40° 45.713' N,51° 54.998' W,4Vs
6201,4Vs,4.169,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.748125,-51.901465,40° 44.888' N,51° 54.088' W,4Vs
6202,4Vs,4.17,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.734362,-51.886302,40° 44.062' N,51° 53.178' W,4Vs
6203,4Vs,4.171,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.7206,-51.871142,40° 43.236' N,51° 52.269' W,4Vs
6204,4Vs,4.172,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.706837,-51.855984,40° 42.410' N,51° 51.359' W,4Vs
6205,4Vs,4.173,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.693074,-51.84083,40° 41.584' N,51° 50.450' W,4Vs
6206,4Vs,4.174,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.679311,-51.825679,40° 40.759' N,51° 49.541' W,4Vs
6207,4Vs,4.175,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.665548,-51.810532,40° 39.933' N,51° 48.632' W,4Vs
6208,4Vs,4.176,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.651785,-51.795387,40° 39.107' N,51° 47.723' W,4Vs
6209,4Vs,4.177,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.638023,-51.780245,40° 38.281' N,51° 46.815' W,4Vs
6210,4Vs,4.178,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.62426,-51.765107,40° 37.456' N,51° 45.906' W,4Vs
6211,4Vs,4.179,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.610497,-51.749971,40° 36.630' N,51° 44.998' W,4Vs
6212,4Vs,4.18,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.596734,-51.734839,40° 35.804' N,51° 44.090' W,4Vs
6213,4Vs,4.181,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.58297,-51.71971,40° 34.978' N,51° 43.183' W,4Vs
6214,4Vs,4.182,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.569207,-51.704583,40° 34.152' N,51° 42.275' W,4Vs
6215,4Vs,4.183,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.555444,-51.68946,40° 33.327' N,51° 41.368' W,4Vs
6216,4Vs,4.184,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.541681,-51.674341,40° 32.501' N,51° 40.460' W,4Vs
6217,4Vs,4.185,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.527918,-51.659224,40° 31.675' N,51° 39.553' W,4Vs
6218,4Vs,4.186,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.514155,-51.64411,40° 30.849' N,51° 38.647' W,4Vs
6219,4Vs,4.187,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.500391,-51.628999,40° 30.023' N,51° 37.740' W,4Vs
6220,4Vs,4.188,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.486628,-51.613892,40° 29.198' N,51° 36.834' W,4Vs
6221,4Vs,4.189,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.472865,-51.598787,40° 28.372' N,51° 35.927' W,4Vs
6222,4Vs,4.19,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.459101,-51.583686,40° 27.546' N,51° 35.021' W,4Vs
6223,4Vs,4.191,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.445338,-51.568588,40° 26.720' N,51° 34.115' W,4Vs
6224,4Vs,4.192,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.431575,-51.553492,40° 25.895' N,51° 33.210' W,4Vs
6225,4Vs,4.193,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.417811,-51.5384,40° 25.069' N,51° 32.304' W,4Vs
6226,4Vs,4.194,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.404048,-51.523311,40° 24.243' N,51° 31.399' W,4Vs
6227,4Vs,4.195,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.390284,-51.508225,40° 23.417' N,51° 30.493' W,4Vs
6228,4Vs,4.196,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.376521,-51.493142,40° 22.591' N,51° 29.589' W,4Vs
6229,4Vs,4.197,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.362757,-51.478062,40° 21.765' N,51° 28.684' W,4Vs
6230,4Vs,4.198,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.348993,-51.462986,40° 20.940' N,51° 27.779' W,4Vs
6231,4Vs,4.199,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.33523,-51.447912,40° 20.114' N,51° 26.875' W,4Vs
6232,4Vs,4.2,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.321466,-51.432841,40° 19.288' N,51° 25.970' W,4Vs
6233,4Vs,4.201,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.307702,-51.417774,40° 18.462' N,51° 25.066' W,4Vs
6234,4Vs,4.202,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.293939,-51.402709,40° 17.636' N,51° 24.163' W,4Vs
6235,4Vs,4.203,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.280175,-51.387647,40° 16.811' N,51° 23.259' W,4Vs
6236,4Vs,4.204,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.266411,-51.372589,40° 15.985' N,51° 22.355' W,4Vs
6237,4Vs,4.205,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.252647,-51.357534,40° 15.159' N,51° 21.452' W,4Vs
6238,4Vs,4.206,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.238883,-51.342481,40° 14.333' N,51° 20.549' W,4Vs
6239,4Vs,4.207,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.225119,-51.327432,40° 13.507' N,51° 19.646' W,4Vs
6240,4Vs,4.208,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.211355,-51.312386,40° 12.681' N,51° 18.743' W,4Vs
6241,4Vs,4.209,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.197592,-51.297343,40° 11.856' N,51° 17.841' W,4Vs
6242,4Vs,4.21,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.183827,-51.282302,40° 11.030' N,51° 16.938' W,4Vs
6243,4Vs,4.211,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.170063,-51.267265,40° 10.204' N,51° 16.036' W,4Vs
6244,4Vs,4.212,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.156299,-51.252231,40° 9.378' N,51° 15.134' W,4Vs
6245,4Vs,4.213,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.142535,-51.2372,40° 8.552' N,51° 14.232' W,4Vs
6246,4Vs,4.214,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.128771,-51.222172,40° 7.726' N,51° 13.330' W,4Vs
6247,4Vs,4.215,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.115007,-51.207147,40° 6.900' N,51° 12.429' W,4Vs
6248,4Vs,4.216,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.101243,-51.192125,40° 6.075' N,51° 11.527' W,4Vs
6249,4Vs,4.217,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.087478,-51.177106,40° 5.249' N,51° 10.626' W,4Vs
6250,4Vs,4.218,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.073714,-51.16209,40° 4.423' N,51° 9.725' W,4Vs
6251,4Vs,4.219,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.05995,-51.147077,40° 3.597' N,51° 8.825' W,4Vs
6252,4Vs,4.22,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.046186,-51.132068,40° 2.771' N,51° 7.924' W,4Vs
6253,4Vs,4.221,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.032421,-51.117061,40° 1.945' N,51° 7.024' W,4Vs
6254,4Vs,4.222,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.018657,-51.102057,40° 1.119' N,51° 6.123' W,4Vs
6255,4Vs,4.223,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,40.004892,-51.087056,40° 0.294' N,51° 5.223' W,4Vs
6256,4Vs,4.224,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.991128,-51.072058,39° 59.468' N,51° 4.323' W,4Vs
6257,4Vs,4.225,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.977363,-51.057063,39° 58.642' N,51° 3.424' W,4Vs
6258,4Vs,4.226,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.963599,-51.042072,39° 57.816' N,51° 2.524' W,4Vs
6259,4Vs,4.227,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.949834,-51.027083,39° 56.990' N,51° 1.625' W,4Vs
6260,4Vs,4.228,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.93607,-51.012097,39° 56.164' N,51° 0.726' W,4Vs
6261,4Vs,5,Topology,Topologie,Intersection with rhumb line,Intersection avec une loxodromie,4,4V,4Vs,,39.924956,-51,39° 55.497' N,51° 0.000' W,4Vs
6262,4Vs,5.01,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.922305,-50.997114,39° 55.338' N,50° 59.827' W,4Vs
6263,4Vs,5.02,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.90854,-50.982135,39° 54.512' N,50° 58.928' W,4Vs
6264,4Vs,5.03,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.894776,-50.967158,39° 53.687' N,50° 58.029' W,4Vs
6265,4Vs,5.04,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.881011,-50.952184,39° 52.861' N,50° 57.131' W,4Vs
6266,4Vs,5.05,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.867246,-50.937213,39° 52.035' N,50° 56.233' W,4Vs
6267,4Vs,5.06,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.853481,-50.922245,39° 51.209' N,50° 55.335' W,4Vs
6268,4Vs,5.07,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.839717,-50.907281,39° 50.383' N,50° 54.437' W,4Vs
6269,4Vs,5.08,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.825952,-50.892319,39° 49.557' N,50° 53.539' W,4Vs
6270,4Vs,5.09,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.812187,-50.87736,39° 48.731' N,50° 52.642' W,4Vs
6271,4Vs,5.1,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.798422,-50.862404,39° 47.905' N,50° 51.744' W,4Vs
6272,4Vs,5.11,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.784657,-50.847451,39° 47.079' N,50° 50.847' W,4Vs
6273,4Vs,5.12,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.770892,-50.832501,39° 46.254' N,50° 49.950' W,4Vs
6274,4Vs,5.13,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.757127,-50.817554,39° 45.428' N,50° 49.053' W,4Vs
6275,4Vs,5.14,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.743362,-50.802611,39° 44.602' N,50° 48.157' W,4Vs
6276,4Vs,5.15,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.729597,-50.78767,39° 43.776' N,50° 47.260' W,4Vs
6277,4Vs,5.16,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.715832,-50.772732,39° 42.950' N,50° 46.364' W,4Vs
6278,4Vs,5.17,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.702066,-50.757797,39° 42.124' N,50° 45.468' W,4Vs
6279,4Vs,5.18,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.688301,-50.742865,39° 41.298' N,50° 44.572' W,4Vs
6280,4Vs,5.19,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.674536,-50.727935,39° 40.472' N,50° 43.676' W,4Vs
6281,4Vs,5.2,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.660771,-50.713009,39° 39.646' N,50° 42.781' W,4Vs
6282,4Vs,5.21,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.647005,-50.698086,39° 38.820' N,50° 41.885' W,4Vs
6283,4Vs,5.22,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.63324,-50.683166,39° 37.994' N,50° 40.990' W,4Vs
6284,4Vs,5.23,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.619475,-50.668249,39° 37.169' N,50° 40.095' W,4Vs
6285,4Vs,5.24,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.605709,-50.653334,39° 36.343' N,50° 39.200' W,4Vs
6286,4Vs,5.25,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.591944,-50.638423,39° 35.517' N,50° 38.305' W,4Vs
6287,4Vs,5.26,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.578179,-50.623515,39° 34.691' N,50° 37.411' W,4Vs
6288,4Vs,5.27,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.564413,-50.608609,39° 33.865' N,50° 36.517' W,4Vs
6289,4Vs,5.28,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.550648,-50.593707,39° 33.039' N,50° 35.622' W,4Vs
6290,4Vs,5.29,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.536882,-50.578807,39° 32.213' N,50° 34.728' W,4Vs
6291,4Vs,5.3,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.523116,-50.563911,39° 31.387' N,50° 33.835' W,4Vs
6292,4Vs,5.31,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.509351,-50.549017,39° 30.561' N,50° 32.941' W,4Vs
6293,4Vs,5.32,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.495585,-50.534126,39° 29.735' N,50° 32.048' W,4Vs
6294,4Vs,5.33,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.481819,-50.519238,39° 28.909' N,50° 31.154' W,4Vs
6295,4Vs,5.34,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.468054,-50.504353,39° 28.083' N,50° 30.261' W,4Vs
6296,4Vs,5.35,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.454288,-50.489472,39° 27.257' N,50° 29.368' W,4Vs
6297,4Vs,5.36,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.440522,-50.474593,39° 26.431' N,50° 28.476' W,4Vs
6298,4Vs,5.37,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.426756,-50.459716,39° 25.605' N,50° 27.583' W,4Vs
6299,4Vs,5.38,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.412991,-50.444843,39° 24.779' N,50° 26.691' W,4Vs
6300,4Vs,5.39,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.399225,-50.429973,39° 23.954' N,50° 25.798' W,4Vs
6301,4Vs,5.4,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.385459,-50.415106,39° 23.128' N,50° 24.906' W,4Vs
6302,4Vs,5.41,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.371693,-50.400241,39° 22.302' N,50° 24.014' W,4Vs
6303,4Vs,5.42,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.357927,-50.38538,39° 21.476' N,50° 23.123' W,4Vs
6304,4Vs,5.43,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.344161,-50.370521,39° 20.650' N,50° 22.231' W,4Vs
6305,4Vs,5.44,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.330395,-50.355666,39° 19.824' N,50° 21.340' W,4Vs
6306,4Vs,5.45,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.316629,-50.340813,39° 18.998' N,50° 20.449' W,4Vs
6307,4Vs,5.46,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.302863,-50.325963,39° 18.172' N,50° 19.558' W,4Vs
6308,4Vs,5.47,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.289096,-50.311116,39° 17.346' N,50° 18.667' W,4Vs
6309,4Vs,5.48,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.27533,-50.296272,39° 16.520' N,50° 17.776' W,4Vs
6310,4Vs,5.49,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.261564,-50.281431,39° 15.694' N,50° 16.886' W,4Vs
6311,4Vs,5.5,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.247798,-50.266593,39° 14.868' N,50° 15.996' W,4Vs
6312,4Vs,5.51,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.234032,-50.251758,39° 14.042' N,50° 15.105' W,4Vs
6313,4Vs,5.52,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.220265,-50.236925,39° 13.216' N,50° 14.215' W,4Vs
6314,4Vs,5.53,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.206499,-50.222096,39° 12.390' N,50° 13.326' W,4Vs
6315,4Vs,5.54,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.192733,-50.207269,39° 11.564' N,50° 12.436' W,4Vs
6316,4Vs,5.55,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.178966,-50.192446,39° 10.738' N,50° 11.547' W,4Vs
6317,4Vs,5.56,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.1652,-50.177625,39° 9.912' N,50° 10.657' W,4Vs
6318,4Vs,5.57,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.151433,-50.162807,39° 9.086' N,50° 9.768' W,4Vs
6319,4Vs,5.58,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.137667,-50.147992,39° 8.260' N,50° 8.880' W,4Vs
6320,4Vs,5.59,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.1239,-50.13318,39° 7.434' N,50° 7.991' W,4Vs
6321,4Vs,5.6,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.110134,-50.118371,39° 6.608' N,50° 7.102' W,4Vs
6322,4Vs,5.61,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.096367,-50.103564,39° 5.782' N,50° 6.214' W,4Vs
6323,4Vs,5.62,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,4,4V,4Vs,,39.0826,-50.088761,39° 4.956' N,50° 5.326' W,4Vs
